gene symbol,p_val_adj,avg_logFC,cell type
GAS5,1.30E-44,0.569463,Descending loop of Henle
RPL24,2.36E-44,0.618537,Descending loop of Henle
VMP1,2.42E-44,0.594284,Descending loop of Henle
PTMA,5.11E-44,0.625273,Descending loop of Henle
DYNLT1,7.67E-44,0.655841,Descending loop of Henle
MYL12A,9.12E-44,0.649322,Descending loop of Henle
CLTA,9.87E-44,0.64397,Descending loop of Henle
RPL32,1.26E-43,0.64154,Descending loop of Henle
EGR1,1.54E-43,0.663237,Descending loop of Henle
HNRNPA2B1,1.56E-43,0.530823,Descending loop of Henle
ZNF770,2.29E-43,0.620153,Descending loop of Henle
PSMA7,2.69E-43,0.602778,Descending loop of Henle
UGT2B7,7.84E-43,0.540492,Descending loop of Henle
RPS27,1.17E-42,0.675763,Descending loop of Henle
PPIB,2.93E-42,0.61008,Descending loop of Henle
FAU,7.60E-42,0.64999,Descending loop of Henle
CCT6A,1.06E-41,0.651006,Descending loop of Henle
SRP14,2.15E-41,0.536712,Descending loop of Henle
LINC01320,2.47E-41,0.50488,Descending loop of Henle
HIF1A,6.10E-41,0.608144,Descending loop of Henle
PABPC1,7.90E-41,0.611426,Descending loop of Henle
NGFRAP1,9.09E-41,0.567117,Descending loop of Henle
RPL21,9.56E-41,0.602357,Descending loop of Henle
LMAN1,2.75E-40,0.644206,Descending loop of Henle
CDH6,1.95E-39,0.594305,Descending loop of Henle
SOD1,5.39E-39,0.562447,Descending loop of Henle
SKP1,2.50E-38,0.611419,Descending loop of Henle
ATP6V1G1,7.28E-38,0.636592,Descending loop of Henle
RPS24,1.66E-37,0.552213,Descending loop of Henle
MYL6,2.89E-37,0.507699,Descending loop of Henle
FTL,4.58E-37,0.393134,Descending loop of Henle
NCL,1.03E-35,0.499125,Descending loop of Henle
DUSP6,1.15E-35,0.618,Descending loop of Henle
CD164,1.56E-35,0.586022,Descending loop of Henle
PSMB1,1.80E-35,0.586897,Descending loop of Henle
RPL30,1.80E-35,0.572064,Descending loop of Henle
RPS9,4.08E-35,0.590739,Descending loop of Henle
ALDH1A2,4.13E-35,0.55197,Descending loop of Henle
SRSF3,8.84E-35,0.596958,Descending loop of Henle
PDIA3,1.01E-34,0.578479,Descending loop of Henle
RHOA,1.52E-34,0.531083,Descending loop of Henle
SERPING1,1.97E-34,0.555206,Descending loop of Henle
HLA-B,1.92E-33,0.51485,Descending loop of Henle
IL6ST,3.33E-33,0.566455,Descending loop of Henle
RPS20,6.43E-33,0.544241,Descending loop of Henle
UBA52,9.29E-33,0.586092,Descending loop of Henle
CAPN2,1.68E-32,0.597521,Descending loop of Henle
RPS12,1.72E-32,0.547241,Descending loop of Henle
MAOA,3.57E-32,0.582567,Descending loop of Henle
RPS17,6.52E-32,0.526303,Descending loop of Henle
EIF4G2,1.24E-30,0.541173,Descending loop of Henle
PLEKHA1,4.18E-30,0.483649,Descending loop of Henle
RPL23,4.51E-30,0.496948,Descending loop of Henle
RPL9,5.86E-30,0.543279,Descending loop of Henle
LINC00657,1.69E-29,0.539244,Descending loop of Henle
TPM1,2.34E-29,0.478231,Descending loop of Henle
LDHA,2.80E-29,0.442991,Descending loop of Henle
REEP5,3.80E-29,0.562934,Descending loop of Henle
GPX1,4.16E-29,0.530843,Descending loop of Henle
TPI1,8.76E-29,0.480166,Descending loop of Henle
RPLP2,1.35E-28,0.497699,Descending loop of Henle
TFPI,1.87E-28,0.502087,Descending loop of Henle
PKM,1.98E-28,0.553871,Descending loop of Henle
EEF2,2.07E-28,0.543908,Descending loop of Henle
FOXP2,2.51E-28,0.536143,Descending loop of Henle
PLOD2,3.54E-28,0.511633,Descending loop of Henle
EDF1,3.65E-28,0.548375,Descending loop of Henle
BTG1,8.86E-28,0.461425,Descending loop of Henle
PGK1,1.77E-27,0.508474,Descending loop of Henle
UBB,2.25E-27,0.483768,Descending loop of Henle
KIF5B,4.65E-27,0.476435,Descending loop of Henle
HSPA8,2.77E-26,0.516989,Descending loop of Henle
SERBP1,1.33E-25,0.472678,Descending loop of Henle
DSP,1.38E-25,0.481331,Descending loop of Henle
RPL41,2.55E-25,0.491468,Descending loop of Henle
EID1,6.12E-25,0.491646,Descending loop of Henle
RP11-745O10.4,7.96E-25,0.484346,Descending loop of Henle
EIF5,8.99E-25,0.496786,Descending loop of Henle
RPL37A,1.25E-24,0.497327,Descending loop of Henle
MET,1.71E-24,0.456689,Descending loop of Henle
RTN4,1.75E-24,0.390784,Descending loop of Henle
HLA-A,4.00E-24,0.500923,Descending loop of Henle
RPL35,1.18E-23,0.492048,Descending loop of Henle
APLP2,1.80E-23,0.422639,Descending loop of Henle
AC012593.1,2.07E-23,0.442822,Descending loop of Henle
CTSB,7.93E-23,0.517644,Descending loop of Henle
PTBP3,1.02E-22,0.447838,Descending loop of Henle
TPM3,2.09E-22,0.503167,Descending loop of Henle
CALM1,5.30E-22,0.412914,Descending loop of Henle
NDUFA4,1.20E-21,0.447724,Descending loop of Henle
TMEM59,1.31E-21,0.454697,Descending loop of Henle
JAK1,2.63E-21,0.442874,Descending loop of Henle
TSC22D1,7.11E-21,0.49164,Descending loop of Henle
UBXN4,1.25E-20,0.389401,Descending loop of Henle
PTTG1IP,1.89E-20,0.384523,Descending loop of Henle
GNAS,4.34E-20,0.410687,Descending loop of Henle
AP000769.1,6.65E-19,0.343073,Descending loop of Henle
PFDN5,1.45E-18,0.473958,Descending loop of Henle
ITGA2,3.57E-18,0.429468,Descending loop of Henle
HSPA5,8.60E-18,0.398285,Descending loop of Henle
VCL,3.31E-17,0.365654,Descending loop of Henle
CNDP2,6.67E-17,0.434507,Descending loop of Henle
PTGES3,8.45E-17,0.42621,Descending loop of Henle
ADGRG1,9.23E-17,0.443168,Descending loop of Henle
RASD1,1.06E-16,0.383841,Descending loop of Henle
SF3B1,2.26E-16,0.398829,Descending loop of Henle
CD9,7.65E-16,0.36947,Descending loop of Henle
SLC38A1,1.25E-15,0.288321,Descending loop of Henle
CYB5A,2.93E-15,0.388145,Descending loop of Henle
HNRNPR,7.84E-15,0.424374,Descending loop of Henle
RPL34,1.64E-14,0.353885,Descending loop of Henle
HNRNPDL,6.69E-14,0.367248,Descending loop of Henle
PAX8,4.37E-13,0.392545,Descending loop of Henle
SERF2,4.46E-13,0.391761,Descending loop of Henle
ATP5A1,1.71E-12,0.353653,Descending loop of Henle
ALDOA,2.11E-12,0.362221,Descending loop of Henle
HNRNPM,2.46E-12,0.382329,Descending loop of Henle
SASH1,2.65E-12,0.328277,Descending loop of Henle
HNRNPU,2.74E-12,0.324388,Descending loop of Henle
TMF1,3.02E-12,0.332554,Descending loop of Henle
DSTN,3.48E-12,0.36363,Descending loop of Henle
SEC62,3.69E-12,0.334039,Descending loop of Henle
LITAF,3.73E-12,0.348963,Descending loop of Henle
CSDE1,7.36E-12,0.356516,Descending loop of Henle
FUBP1,1.43E-11,0.330354,Descending loop of Henle
NAP1L1,1.68E-11,0.344532,Descending loop of Henle
EEF1D,3.94E-11,0.347555,Descending loop of Henle
IQGAP1,1.68E-10,0.313043,Descending loop of Henle
HNRNPA3,4.24E-10,0.320901,Descending loop of Henle
HNRNPC,5.27E-10,0.333191,Descending loop of Henle
PAPOLA,7.27E-10,0.321984,Descending loop of Henle
SARAF,1.30E-09,0.31978,Descending loop of Henle
KTN1,2.25E-09,0.282605,Descending loop of Henle
RPS28,4.15E-09,0.36558,Descending loop of Henle
HMGB1,9.27E-09,0.275814,Descending loop of Henle
MYO9A,1.38E-08,0.268898,Descending loop of Henle
PRPF40A,1.60E-07,0.308134,Descending loop of Henle
TAF1D,1.92E-07,0.276274,Descending loop of Henle
HIPK2,1.35E-06,0.275298,Descending loop of Henle
CCNL1,1.46E-06,0.257101,Descending loop of Henle
NFE2L2,1.46E-06,0.263687,Descending loop of Henle
ARHGAP5,1.66E-06,0.276491,Descending loop of Henle
HSPA9,2.38E-06,0.272152,Descending loop of Henle
EZR,3.68E-06,0.263519,Descending loop of Henle
CIRBP,9.94E-06,0.314499,Descending loop of Henle
UBE2D3,2.87E-05,0.251408,Descending loop of Henle
CHD1,5.38E-05,0.257076,Descending loop of Henle
CCNI,0.000124,0.287481,Descending loop of Henle
GLS,0.001108,0.250034,Descending loop of Henle
HNRNPH1,0.005009,0.251445,Descending loop of Henle
SPP1,0,2.146592,Thin ascending loop of Henle
SERPINA1,0,1.938533,Thin ascending loop of Henle
ITGB6,0,1.932133,Thin ascending loop of Henle
C8orf4,0,1.886061,Thin ascending loop of Henle
SOD2,0,1.589868,Thin ascending loop of Henle
ADAMTS1,0,1.58809,Thin ascending loop of Henle
CLDN10-AS1,0,1.412869,Thin ascending loop of Henle
G0S2,0,1.329085,Thin ascending loop of Henle
SLC4A7,0,1.323722,Thin ascending loop of Henle
RIMS2,0,1.299378,Thin ascending loop of Henle
NEK10,0,1.296541,Thin ascending loop of Henle
EFNA5,0,1.288384,Thin ascending loop of Henle
EMP1,0,1.272037,Thin ascending loop of Henle
LDHA,0,1.264702,Thin ascending loop of Henle
MT2A,0,1.240755,Thin ascending loop of Henle
GOLM1,0,1.234294,Thin ascending loop of Henle
GADD45B,0,1.185912,Thin ascending loop of Henle
TFPI,0,1.147603,Thin ascending loop of Henle
SLPI,0,1.147099,Thin ascending loop of Henle
S100A10,0,1.069634,Thin ascending loop of Henle
S100A6,0,1.0688,Thin ascending loop of Henle
NCOA7,0,1.063573,Thin ascending loop of Henle
ENO1,0,1.059953,Thin ascending loop of Henle
VMP1,0,1.04894,Thin ascending loop of Henle
SAT1,0,0.994248,Thin ascending loop of Henle
CIB1,4.26E-301,1.027321,Thin ascending loop of Henle
CACNA2D3,4.18E-300,1.287191,Thin ascending loop of Henle
BTG1,8.44E-294,1.156619,Thin ascending loop of Henle
CD59,1.41E-286,0.997572,Thin ascending loop of Henle
IFITM3,1.06E-282,0.964111,Thin ascending loop of Henle
TGM2,2.32E-280,1.02701,Thin ascending loop of Henle
SIM2,1.05E-266,0.972788,Thin ascending loop of Henle
TXNIP,1.06E-266,0.856479,Thin ascending loop of Henle
DNAH5,2.70E-266,0.973736,Thin ascending loop of Henle
FTH1,4.00E-242,0.895574,Thin ascending loop of Henle
SERPING1,2.31E-236,0.937125,Thin ascending loop of Henle
GDF15,2.51E-226,0.979501,Thin ascending loop of Henle
MGLL,1.25E-221,0.935895,Thin ascending loop of Henle
BCL6,5.06E-216,0.945735,Thin ascending loop of Henle
CPM,2.74E-212,0.800099,Thin ascending loop of Henle
HNRNPA2B1,1.84E-206,0.748442,Thin ascending loop of Henle
CRYAB,2.37E-202,0.889418,Thin ascending loop of Henle
IFITM2,4.45E-201,0.823525,Thin ascending loop of Henle
HSP90B1,1.21E-194,0.730042,Thin ascending loop of Henle
GAPDH,4.22E-194,0.73798,Thin ascending loop of Henle
LDHB,1.85E-191,0.841774,Thin ascending loop of Henle
RPLP0,7.54E-189,0.747486,Thin ascending loop of Henle
RPS2,3.71E-186,0.748696,Thin ascending loop of Henle
CBR1,1.52E-184,0.876099,Thin ascending loop of Henle
PFKFB3,4.62E-183,0.767247,Thin ascending loop of Henle
IER3,6.32E-183,0.820895,Thin ascending loop of Henle
CLDN10,8.70E-182,0.832245,Thin ascending loop of Henle
EPCAM,2.81E-179,0.718178,Thin ascending loop of Henle
PLOD2,2.75E-176,0.843493,Thin ascending loop of Henle
CD24,8.92E-173,0.740046,Thin ascending loop of Henle
GSTP1,3.25E-172,0.664013,Thin ascending loop of Henle
SLC16A7,1.55E-168,0.797149,Thin ascending loop of Henle
IVNS1ABP,2.08E-166,0.766065,Thin ascending loop of Henle
PON2,2.04E-165,0.771762,Thin ascending loop of Henle
CEBPD,4.39E-163,0.767278,Thin ascending loop of Henle
HSPD1,5.63E-163,0.650024,Thin ascending loop of Henle
RASD1,3.10E-160,0.753285,Thin ascending loop of Henle
RPS6,2.68E-159,0.569482,Thin ascending loop of Henle
FTL,6.83E-159,0.567147,Thin ascending loop of Henle
SASH1,1.27E-155,0.715356,Thin ascending loop of Henle
IDH2,2.58E-155,0.760305,Thin ascending loop of Henle
H3F3B,3.15E-152,0.652339,Thin ascending loop of Henle
WFDC2,4.56E-149,0.626726,Thin ascending loop of Henle
JTB,7.98E-143,0.723431,Thin ascending loop of Henle
CPD,2.35E-142,0.736266,Thin ascending loop of Henle
LAPTM4B,1.49E-140,0.710473,Thin ascending loop of Henle
TPT1,1.87E-139,0.608641,Thin ascending loop of Henle
KRT18,2.77E-137,0.656729,Thin ascending loop of Henle
PKM,5.48E-134,0.680248,Thin ascending loop of Henle
GNB2L1,6.65E-133,0.650847,Thin ascending loop of Henle
RPS16,7.05E-133,0.640362,Thin ascending loop of Henle
PRKD1,4.52E-128,0.704004,Thin ascending loop of Henle
PTTG1IP,5.57E-128,0.692983,Thin ascending loop of Henle
LINC01158,1.52E-127,0.706524,Thin ascending loop of Henle
MYL12B,2.51E-124,0.65419,Thin ascending loop of Henle
ZFP36L2,1.38E-123,0.742502,Thin ascending loop of Henle
DDX5,1.77E-122,0.564247,Thin ascending loop of Henle
MAOA,2.50E-122,0.689092,Thin ascending loop of Henle
FAM135A,7.56E-121,0.716592,Thin ascending loop of Henle
ARFGAP3,6.34E-120,0.658768,Thin ascending loop of Henle
RPL19,7.55E-117,0.580658,Thin ascending loop of Henle
GPX1,3.32E-116,0.669108,Thin ascending loop of Henle
SNED1,1.59E-115,0.742676,Thin ascending loop of Henle
TPST1,5.13E-115,0.716244,Thin ascending loop of Henle
UBB,2.55E-111,0.642149,Thin ascending loop of Henle
RPL15,2.50E-110,0.612981,Thin ascending loop of Henle
PLCB1,3.52E-110,0.467279,Thin ascending loop of Henle
HIF1A,1.62E-107,0.639801,Thin ascending loop of Henle
CD63,2.32E-107,0.612404,Thin ascending loop of Henle
EIF1,6.25E-105,0.566418,Thin ascending loop of Henle
GNAS,5.84E-103,0.560597,Thin ascending loop of Henle
RPS19,2.28E-101,0.514865,Thin ascending loop of Henle
SRP14,1.19E-100,0.651438,Thin ascending loop of Henle
EIF5,3.81E-100,0.628025,Thin ascending loop of Henle
PEBP1,7.05E-99,0.562403,Thin ascending loop of Henle
ERMP1,2.09E-98,0.659578,Thin ascending loop of Henle
BTF3,1.56E-97,0.649487,Thin ascending loop of Henle
RPLP1,7.09E-96,0.517787,Thin ascending loop of Henle
XRCC5,1.92E-94,0.588601,Thin ascending loop of Henle
ACADVL,5.28E-93,0.578581,Thin ascending loop of Henle
ALDOA,4.97E-92,0.56296,Thin ascending loop of Henle
EEF1A1,5.22E-92,0.51662,Thin ascending loop of Henle
TSC22D1,7.52E-92,0.581042,Thin ascending loop of Henle
PRDX1,1.09E-91,0.527373,Thin ascending loop of Henle
ATP1A1,4.47E-91,0.45979,Thin ascending loop of Henle
PLEKHA1,4.81E-91,0.557366,Thin ascending loop of Henle
RPS23,1.24E-90,0.509933,Thin ascending loop of Henle
HINT1,1.76E-90,0.557619,Thin ascending loop of Henle
RPS20,3.42E-90,0.535893,Thin ascending loop of Henle
FOXP2,3.27E-89,0.591988,Thin ascending loop of Henle
RPS5,9.06E-89,0.571597,Thin ascending loop of Henle
ITM2B,1.36E-88,0.464537,Thin ascending loop of Henle
ITGA2,6.08E-88,0.651481,Thin ascending loop of Henle
RPS27A,7.02E-88,0.523068,Thin ascending loop of Henle
RPL6,7.45E-88,0.54409,Thin ascending loop of Henle
CCT6A,1.39E-87,0.571044,Thin ascending loop of Henle
TMBIM6,2.92E-87,0.516561,Thin ascending loop of Henle
CD74,3.21E-87,0.531322,Thin ascending loop of Henle
ITPR2,7.87E-87,0.550788,Thin ascending loop of Henle
RPL13,5.31E-86,0.406761,Thin ascending loop of Henle
B2M,9.99E-85,0.398103,Thin ascending loop of Henle
PPP2R3A,2.04E-84,0.502215,Thin ascending loop of Henle
TACSTD2,2.72E-84,0.627637,Thin ascending loop of Henle
CYSTM1,2.74E-84,0.538001,Thin ascending loop of Henle
RPL4,1.49E-83,0.552784,Thin ascending loop of Henle
RPL3,1.22E-81,0.491631,Thin ascending loop of Henle
GCC2,1.35E-81,0.506061,Thin ascending loop of Henle
YBX1,1.42E-81,0.55992,Thin ascending loop of Henle
RPS4X,2.19E-81,0.533047,Thin ascending loop of Henle
OSBPL3,4.41E-81,0.541436,Thin ascending loop of Henle
SOD1,6.63E-81,0.543087,Thin ascending loop of Henle
ERRFI1,1.50E-80,0.505165,Thin ascending loop of Henle
CDH16,2.01E-80,0.520007,Thin ascending loop of Henle
TPI1,5.36E-80,0.56549,Thin ascending loop of Henle
TMEM59,7.78E-80,0.591969,Thin ascending loop of Henle
LINC01320,1.22E-79,0.450713,Thin ascending loop of Henle
TNFSF10,5.63E-79,0.442079,Thin ascending loop of Henle
RP11-745O10.4,4.22E-78,0.535681,Thin ascending loop of Henle
ANXA5,6.37E-78,0.557125,Thin ascending loop of Henle
RPL11,2.78E-77,0.473375,Thin ascending loop of Henle
NAMPT,3.03E-77,0.511117,Thin ascending loop of Henle
APLP2,9.78E-77,0.523319,Thin ascending loop of Henle
UGT2B7,1.37E-76,0.404822,Thin ascending loop of Henle
RPL13A,2.95E-76,0.421746,Thin ascending loop of Henle
RPL10,4.78E-76,0.491738,Thin ascending loop of Henle
NPM1,8.97E-76,0.527419,Thin ascending loop of Henle
YBX3,1.25E-74,0.540342,Thin ascending loop of Henle
RPL14,2.12E-74,0.534417,Thin ascending loop of Henle
TNS3,4.23E-74,0.487726,Thin ascending loop of Henle
RPL10A,6.84E-74,0.527779,Thin ascending loop of Henle
DEK,1.13E-72,0.514424,Thin ascending loop of Henle
PPIA,1.43E-72,0.511438,Thin ascending loop of Henle
SERF2,1.08E-71,0.502107,Thin ascending loop of Henle
RALGAPA2,1.89E-71,0.600272,Thin ascending loop of Henle
MYL6,3.23E-71,0.435168,Thin ascending loop of Henle
RPS3A,6.90E-71,0.491162,Thin ascending loop of Henle
MYL12A,4.06E-70,0.525772,Thin ascending loop of Henle
LRRFIP1,1.40E-69,0.439727,Thin ascending loop of Henle
RPS18,2.48E-69,0.440795,Thin ascending loop of Henle
YWHAB,2.69E-69,0.52174,Thin ascending loop of Henle
UBXN4,4.09E-69,0.4535,Thin ascending loop of Henle
MKLN1,4.87E-67,0.510125,Thin ascending loop of Henle
EIF4G2,6.33E-67,0.470537,Thin ascending loop of Henle
PITPNC1,1.88E-66,0.595366,Thin ascending loop of Henle
RPSA,9.74E-66,0.513252,Thin ascending loop of Henle
PDIA6,6.20E-65,0.486498,Thin ascending loop of Henle
RPS11,4.16E-64,0.439361,Thin ascending loop of Henle
NDUFA4,1.22E-63,0.493461,Thin ascending loop of Henle
FAU,2.26E-63,0.451326,Thin ascending loop of Henle
RPL8,7.49E-62,0.456615,Thin ascending loop of Henle
RPS12,7.76E-62,0.439714,Thin ascending loop of Henle
RPL7,2.57E-61,0.4071,Thin ascending loop of Henle
EEF1D,4.86E-61,0.479468,Thin ascending loop of Henle
DEPTOR,5.28E-61,0.419639,Thin ascending loop of Henle
HSP90AB1,2.18E-60,0.377666,Thin ascending loop of Henle
CTSB,3.17E-60,0.469795,Thin ascending loop of Henle
RPS8,1.59E-59,0.414615,Thin ascending loop of Henle
ZFAND5,1.78E-59,0.472158,Thin ascending loop of Henle
RPL7A,1.31E-58,0.445214,Thin ascending loop of Henle
CANX,3.82E-58,0.438411,Thin ascending loop of Henle
RHOA,1.76E-57,0.488869,Thin ascending loop of Henle
PABPC1,3.43E-57,0.42201,Thin ascending loop of Henle
PSMA7,6.25E-57,0.458631,Thin ascending loop of Henle
ANXA2,9.36E-57,0.513487,Thin ascending loop of Henle
RPL5,2.14E-56,0.438908,Thin ascending loop of Henle
COX4I1,5.01E-53,0.34844,Thin ascending loop of Henle
APP,7.86E-53,0.362717,Thin ascending loop of Henle
FCHO2,3.22E-52,0.443319,Thin ascending loop of Henle
RPL31,1.18E-51,0.372325,Thin ascending loop of Henle
TAX1BP1,6.78E-51,0.384691,Thin ascending loop of Henle
EIF4A2,7.69E-51,0.430941,Thin ascending loop of Henle
SKAP2,2.80E-50,0.462048,Thin ascending loop of Henle
ZMYND8,6.25E-48,0.399145,Thin ascending loop of Henle
ADAM10,4.43E-47,0.405053,Thin ascending loop of Henle
SARAF,2.57E-46,0.422076,Thin ascending loop of Henle
CD46,2.66E-46,0.424274,Thin ascending loop of Henle
RPLP2,3.77E-46,0.392464,Thin ascending loop of Henle
RPS7,4.63E-46,0.419957,Thin ascending loop of Henle
RPS15,5.48E-46,0.374211,Thin ascending loop of Henle
CLINT1,1.04E-45,0.399238,Thin ascending loop of Henle
RRBP1,1.46E-44,0.36959,Thin ascending loop of Henle
RPL24,4.03E-43,0.413009,Thin ascending loop of Henle
PAPOLA,5.53E-42,0.397866,Thin ascending loop of Henle
VPS13C,7.37E-42,0.367224,Thin ascending loop of Henle
RPS14,4.85E-41,0.300493,Thin ascending loop of Henle
LITAF,7.00E-41,0.363499,Thin ascending loop of Henle
HSPA9,4.52E-39,0.3918,Thin ascending loop of Henle
ACSL4,5.77E-39,0.316196,Thin ascending loop of Henle
PFDN5,1.16E-38,0.340838,Thin ascending loop of Henle
AP000769.1,2.02E-38,0.340462,Thin ascending loop of Henle
REEP5,2.10E-37,0.383151,Thin ascending loop of Henle
CDC42BPA,5.18E-37,0.324032,Thin ascending loop of Henle
ACTG1,8.67E-37,0.390451,Thin ascending loop of Henle
RPL18,1.08E-36,0.352545,Thin ascending loop of Henle
ATP5A1,1.52E-36,0.378507,Thin ascending loop of Henle
STAT3,6.16E-36,0.358078,Thin ascending loop of Henle
CTNNA1,2.41E-35,0.34523,Thin ascending loop of Henle
RUFY3,8.79E-34,0.358306,Thin ascending loop of Henle
KIF5B,5.27E-32,0.328544,Thin ascending loop of Henle
NCL,8.56E-32,0.26572,Thin ascending loop of Henle
DSTN,8.81E-32,0.317169,Thin ascending loop of Henle
ADGRG1,1.87E-31,0.281258,Thin ascending loop of Henle
RPL37A,2.41E-31,0.334159,Thin ascending loop of Henle
HNRNPM,4.00E-30,0.329688,Thin ascending loop of Henle
ARHGAP24,4.39E-30,0.3491,Thin ascending loop of Henle
PDE1A,6.21E-30,0.256358,Thin ascending loop of Henle
SF3B1,3.36E-29,0.338153,Thin ascending loop of Henle
PSAP,7.83E-29,0.270353,Thin ascending loop of Henle
TPR,9.96E-29,0.287988,Thin ascending loop of Henle
TRIM2,2.94E-28,0.290846,Thin ascending loop of Henle
NAP1L1,1.92E-26,0.310415,Thin ascending loop of Henle
HNRNPDL,3.57E-26,0.302376,Thin ascending loop of Henle
FNIP2,1.83E-25,0.313396,Thin ascending loop of Henle
RPS24,6.61E-25,0.264032,Thin ascending loop of Henle
MYO1E,2.79E-24,0.363286,Thin ascending loop of Henle
UBE2D3,8.94E-24,0.291346,Thin ascending loop of Henle
HNRNPU,2.34E-23,0.25465,Thin ascending loop of Henle
CALM1,3.57E-21,0.278386,Thin ascending loop of Henle
HP1BP3,3.77E-21,0.277522,Thin ascending loop of Henle
JAK1,6.83E-21,0.27439,Thin ascending loop of Henle
WWC1,4.34E-18,0.279521,Thin ascending loop of Henle
IGFBP7,7.26E-17,0.271195,Thin ascending loop of Henle
KAZN,3.55E-09,0.253594,Thin ascending loop of Henle
SLC12A1,0,3.069104,Thick ascending loop of Henle
UMOD,0,3.011186,Thick ascending loop of Henle
CASR,0,1.742316,Thick ascending loop of Henle
GPC5,0,1.711647,Thick ascending loop of Henle
KNG1,0,1.596855,Thick ascending loop of Henle
PP7080,0,1.581792,Thick ascending loop of Henle
PLCB1,0,1.567285,Thick ascending loop of Henle
EGF,0,1.563769,Thick ascending loop of Henle
CLCNKA,0,1.467577,Thick ascending loop of Henle
MFSD4,0,1.466386,Thick ascending loop of Henle
RP4-655J12.4,0,1.415261,Thick ascending loop of Henle
RP11-16D22.2,0,1.389905,Thick ascending loop of Henle
SCHLAP1,0,1.3078,Thick ascending loop of Henle
NELL1,0,1.2625,Thick ascending loop of Henle
LINC01606,0,1.245208,Thick ascending loop of Henle
ESRRB,0,1.154296,Thick ascending loop of Henle
ESRRG,0,0.971877,Thick ascending loop of Henle
TMEM72,7.61E-302,1.207953,Thick ascending loop of Henle
CLCNKB,2.49E-290,1.219019,Thick ascending loop of Henle
ERBB4,4.58E-290,1.346343,Thick ascending loop of Henle
PCDH9,4.34E-279,1.322737,Thick ascending loop of Henle
CCSER1,1.06E-267,1.084148,Thick ascending loop of Henle
KCNJ1,8.38E-258,1.136116,Thick ascending loop of Henle
ATP1B1,1.70E-252,1.172228,Thick ascending loop of Henle
CACNA2D3,2.32E-248,0.934384,Thick ascending loop of Henle
CYFIP2,7.05E-248,1.168997,Thick ascending loop of Henle
LINC00970,2.31E-243,1.114333,Thick ascending loop of Henle
CLCN5,6.94E-238,1.129392,Thick ascending loop of Henle
ATP1A1,4.88E-208,0.976152,Thick ascending loop of Henle
LINC00982,1.58E-200,1.183395,Thick ascending loop of Henle
STK32B,2.46E-188,0.994099,Thick ascending loop of Henle
RANBP3L,6.09E-187,0.992674,Thick ascending loop of Henle
PLCL1,9.08E-187,0.843389,Thick ascending loop of Henle
RAP1GAP,2.17E-182,1.047651,Thick ascending loop of Henle
CKB,2.51E-180,1.096704,Thick ascending loop of Henle
PDE1A,4.88E-175,0.888793,Thick ascending loop of Henle
PKP4,2.75E-160,0.811658,Thick ascending loop of Henle
CCDC64,2.35E-148,0.880195,Thick ascending loop of Henle
PTGER3,1.34E-147,0.802809,Thick ascending loop of Henle
CCDC148,6.55E-145,0.924464,Thick ascending loop of Henle
DEFB1,1.26E-136,0.950483,Thick ascending loop of Henle
MPC1,5.14E-130,0.908247,Thick ascending loop of Henle
HIP1,5.81E-129,0.899838,Thick ascending loop of Henle
PPARGC1A,3.48E-117,0.763806,Thick ascending loop of Henle
CGNL1,1.45E-114,0.730258,Thick ascending loop of Henle
KCNIP4,1.52E-113,0.794703,Thick ascending loop of Henle
SGIP1,9.10E-107,0.768553,Thick ascending loop of Henle
PTPN4,6.84E-103,0.805251,Thick ascending loop of Henle
TBC1D4,1.42E-100,0.735751,Thick ascending loop of Henle
RNF150,3.00E-97,0.734469,Thick ascending loop of Henle
MAL,1.32E-94,0.730722,Thick ascending loop of Henle
OXR1,1.37E-91,0.593715,Thick ascending loop of Henle
KLHL13,7.54E-88,0.822473,Thick ascending loop of Henle
ARHGAP6,2.42E-85,0.642942,Thick ascending loop of Henle
CPEB3,1.09E-84,0.694333,Thick ascending loop of Henle
RHOBTB3,6.05E-84,0.784124,Thick ascending loop of Henle
IDH2,1.00E-83,0.722555,Thick ascending loop of Henle
STXBP4,1.98E-80,0.726375,Thick ascending loop of Henle
NAALADL2,3.41E-79,0.588069,Thick ascending loop of Henle
NR2F2-AS1,8.81E-79,0.623225,Thick ascending loop of Henle
LRP1B,1.54E-78,0.742633,Thick ascending loop of Henle
ANK2,1.54E-78,0.581794,Thick ascending loop of Henle
MTATP6P1,2.36E-76,0.906978,Thick ascending loop of Henle
CADM1,2.77E-74,0.66523,Thick ascending loop of Henle
MECOM,6.52E-72,0.361225,Thick ascending loop of Henle
ACACB,2.48E-71,0.637222,Thick ascending loop of Henle
RP11-475O6.1,2.36E-68,0.643623,Thick ascending loop of Henle
OSBPL3,7.45E-67,0.571437,Thick ascending loop of Henle
MGAT5,2.11E-61,0.585603,Thick ascending loop of Henle
HIBADH,7.48E-59,0.611762,Thick ascending loop of Henle
CA12,8.21E-58,0.451926,Thick ascending loop of Henle
ARHGAP24,2.26E-57,0.524783,Thick ascending loop of Henle
SULT1C2,7.37E-54,0.585705,Thick ascending loop of Henle
KCTD1,1.36E-53,0.628036,Thick ascending loop of Henle
ATP5B,2.47E-52,0.67314,Thick ascending loop of Henle
TRIM2,3.25E-52,0.535776,Thick ascending loop of Henle
