gene symbol,p_val_adj,avg_logFC,cell type
CALM2,2.44E-31,0.634076914,Vascular smooth muscle cells / pericytes
CALR,1.54E-20,0.372020983,Principal cells
CALR,2.15E-09,0.436830251,Descending loop of Henle
CALR,2.54E-15,0.529794338,Thick ascending loop of Henle
CALR,1.57E-11,0.74043512,Podocyte
CALR,3.34E-14,0.333557395,Thin ascending loop of Henle
CALU,1.92E-12,0.638534847,Interstitium / Fibroblasts
CAMK1,4.69E-55,0.511753974,Macrophage
CAMK2N1,9.14E-61,0.570887338,Principal cells
CAMK2N1,1.55E-86,0.565224218,Intercalated cells
CAMK2N1,1.95E-94,0.793217766,Connecting tubule
CAMK2N1,5.15E-07,0.304770649,Thin ascending loop of Henle
CAMK2N1,1.95E-94,0.793217766,Distal tubule
CAMTA1,6.38E-73,0.590412667,Proximal tubule
CANX,4.47E-14,0.270287083,Principal cells
CANX,2.53E-15,0.531699126,Thick ascending loop of Henle
CANX,7.65E-21,0.346127711,Connecting tubule
CANX,7.03E-06,0.569246454,Podocyte
CANX,7.65E-21,0.346127711,Distal tubule
CAP1,2.03E-43,0.690562142,Macrophage
CAP1,1.10E-32,0.544020676,Monocyte
CAP1,6.14E-28,0.34584729,T cells
CAPG,3.62E-50,0.58225642,Principal cells
CAPG,3.33E-63,0.527080953,Intercalated cells
CAPG,5.70E-18,0.31279927,Connecting tubule
CAPG,1.59E-28,0.615079034,Monocyte
CAPG,6.77E-27,0.440492496,Thin ascending loop of Henle
CAPG,5.70E-18,0.31279927,Distal tubule
CAPN2,1.06E-61,0.370730823,Intercalated cells
CAPN2,1.32E-13,0.395981783,Thick ascending loop of Henle
CAPN2,4.41E-22,0.307911272,Connecting tubule
CAPN2,6.22E-43,1.165061734,Podocyte
CAPN2,4.41E-22,0.307911272,Distal tubule
CAPNS1,3.73E-24,0.402708845,Principal cells
CAPNS1,1.38E-14,0.321089268,Thin ascending loop of Henle
CAPNS1,1,0.317843229,Descending vasa recta
CAPS,4.80E-132,0.787144179,Principal cells
CAPS,5.80E-84,0.387779495,Intercalated cells
CAPS,4.35E-31,0.290308484,Connecting tubule
CAPS,2.97E-37,0.496038445,Thin ascending loop of Henle
CAPS,4.35E-31,0.290308484,Distal tubule
CAPZA1,3.32E-47,0.66764209,Macrophage
CAPZA1,8.22E-13,0.289561845,Monocyte
CAPZA2,2.37E-26,0.402084782,Proximal tubule
CAPZA2,0.000129745,0.475217873,Descending vasa recta
CAPZB,3.59E-31,0.558611275,Macrophage
CAPZB,1.13E-42,0.396287864,T cells
CARD16,1.42E-289,1.428695173,Macrophage
CARD16,2.85E-36,0.338441499,Monocyte
CARD8,2.01E-31,0.402286732,Macrophage
CARHSP1,2.61E-39,0.640238716,Descending loop of Henle
CARHSP1,1.12E-08,0.456733865,Podocyte
CARHSP1,0.090958371,0.474278239,Interstitium / Fibroblasts
CARHSP1,0.001892395,0.482062047,Glomerular endothelial
CASC4,4.95E-07,0.268904745,Descending loop of Henle
CASC4,0.001421255,0.322153897,Podocyte
CASP1,3.21E-222,1.087881145,Macrophage
CASP1,6.98E-51,0.440534489,Monocyte
CASP4,2.19E-51,0.53637135,Macrophage
CASR,1.92E-172,0.622557137,Thick ascending loop of Henle
CAST,2.13E-14,0.656191941,Podocyte
CAST,2.16E-08,0.292550985,Thin ascending loop of Henle
CAST,0.589300827,0.337486019,Descending vasa recta
CAT,1.70E-89,0.750620806,Proximal tubule
CAV1,0,1.989497959,Mesangial cell
CAV1,4.48E-231,1.759478999,Descending vasa recta
CAV1,2.54E-41,0.788680971,Ascending vasa recta
CAV1,0,1.989497959,Vascular smooth muscle cells / pericytes
CAV2,3.35E-109,1.100263338,Mesangial cell
CAV2,1.46E-51,0.889530691,Descending vasa recta
CAV2,3.35E-109,1.100263338,Vascular smooth muscle cells / pericytes
CBLB,7.04E-41,0.75527709,Podocyte
CBLB,1.75E-13,0.731548845,Interstitium / Fibroblasts
CBR1,4.93E-18,0.47101899,Thick ascending loop of Henle
CBR1,2.08E-19,0.269875635,Connecting tubule
CBR1,2.08E-19,0.269875635,Distal tubule
CBR3,7.52E-69,0.541609368,Interstitium / Fibroblasts
CBR4,1,0.417607183,Interstitium / Fibroblasts
CBX1,1,0.328774995,Interstitium / Fibroblasts
CBX3,0.032050705,0.258159299,Descending loop of Henle
CBX3,1.48E-08,0.258789383,Macrophage
CBX3,0.00027097,0.252274327,Thin ascending loop of Henle
CBX5,2.32E-23,0.320495307,Principal cells
CBX5,0.023215483,0.325251944,Podocyte
CBX5,3.16E-17,0.362825872,Thin ascending loop of Henle
CBX6,1.92E-17,0.396097058,Descending loop of Henle
CBX6,1.54E-07,0.623804593,Podocyte
CBX6,4.75E-23,0.403630422,Thin ascending loop of Henle
CBX6,3.35E-10,0.614068546,Mesangial cell
CBX6,3.35E-10,0.614068546,Vascular smooth muscle cells / pericytes
CCBE1,1.13E-145,0.783856922,Podocyte
CCDC107,9.07E-12,0.576159047,Mesangial cell
CCDC107,9.07E-12,0.576159047,Vascular smooth muscle cells / pericytes
CCDC124,0.047619435,0.317252081,Mesangial cell
CCDC124,0.047619435,0.317252081,Vascular smooth muscle cells / pericytes
CCDC19,0,1.648617271,Podocyte
CCDC23,2.83E-33,0.44722497,Monocyte
CCDC3,3.49E-303,1.094591656,Descending vasa recta
CCDC50,4.52E-10,0.280018344,Thin ascending loop of Henle
CCDC53,2.44E-77,0.445463578,Intercalated cells
CCDC80,2.20E-233,2.961633832,Interstitium / Fibroblasts
CCDC85B,2.39E-24,0.285333544,T cells
CCDC85B,6.42E-06,0.401684606,Mesangial cell
CCDC85B,4.83E-55,1.081758955,Glomerular endothelial
CCDC85B,1.00E-27,0.868095144,Descending vasa recta
CCDC85B,3.64E-20,0.89796536,Ascending vasa recta
CCDC85B,6.42E-06,0.401684606,Vascular smooth muscle cells / pericytes
CCDC88A,3.33E-110,0.452446604,Monocyte
CCDC91,3.08E-34,0.695378897,Podocyte
CCL5,0,1.7109086,T cells
CCND1,8.52E-18,0.439090341,Thick ascending loop of Henle
CCND1,1.44E-25,0.423623461,Thin ascending loop of Henle
CCND1,1.68E-18,0.573545091,Mesangial cell
CCND1,3.91E-26,0.879485254,Glomerular endothelial
CCND1,1.95E-06,0.576501216,Descending vasa recta
CCND1,1.68E-18,0.573545091,Vascular smooth muscle cells / pericytes
CCND3,1.79E-23,0.333746692,Macrophage
CCND3,2.26E-92,0.573975615,T cells
CCND3,2.27E-12,0.28703573,Thin ascending loop of Henle
CCNDBP1,1,0.359903568,Interstitium / Fibroblasts
CCNG1,1.09E-278,1.09937548,Proximal tubule
CCNH,1.37E-17,0.329078676,Monocyte
CCNH,3.42E-140,0.812023613,T cells
CCNI,4.73E-07,0.586315646,Podocyte
CCNL1,1.63E-37,0.528287714,Principal cells
CCNL1,2.47E-05,0.297669103,Descending loop of Henle
CCNL2,1,0.405373805,Interstitium / Fibroblasts
CCPG1,0.10551654,0.302705455,Podocyte
CCT2,1,0.34657227,Interstitium / Fibroblasts
CCT3,0.194788456,0.288233263,Proximal tubule
CCT8,0.00022717,0.290029591,Proximal tubule
CD109,4.44E-83,0.72742568,Descending vasa recta
CD14,1.82E-234,1.092476558,Monocyte
CD151,2.76E-38,0.428127755,Principal cells
CD151,3.85E-59,0.889985836,Descending loop of Henle
CD151,5.65E-38,1.278756139,Podocyte
CD151,9.98E-59,0.650840614,Thin ascending loop of Henle
CD151,3.35E-49,0.91685904,Mesangial cell
CD151,0.279766433,0.347863338,Interstitium / Fibroblasts
CD151,1.11E-11,0.638177806,Descending vasa recta
CD151,0.000197307,0.527437786,Ascending vasa recta
CD151,3.35E-49,0.91685904,Vascular smooth muscle cells / pericytes
CD163,7.65E-291,0.78495623,Monocyte
CD164,0.000654085,0.361485916,Podocyte
CD1C,0,1.00371196,Monocyte
CD1E,0,1.228030893,Monocyte
CD2,0,2.046674699,T cells
CD247,6.98E-270,0.666237956,T cells
CD248,0,1.272005138,Interstitium / Fibroblasts
CD27-AS1,0.666296249,0.318959911,Interstitium / Fibroblasts
CD2AP,4.48E-37,0.380209067,Connecting tubule
CD2AP,4.98E-09,0.580675434,Podocyte
CD2AP,4.48E-37,0.380209067,Distal tubule
CD300A,3.47E-245,0.816604338,Macrophage
CD300A,5.37E-142,0.515355053,Monocyte
CD302,6.84E-118,0.614335841,Macrophage
CD302,1.15E-266,0.803261229,Monocyte
CD302,2.50E-10,0.48406798,Interstitium / Fibroblasts
CD34,6.05E-29,1.022585205,Interstitium / Fibroblasts
CD34,4.65E-277,1.393723058,Glomerular endothelial
CD34,7.03E-217,1.246248169,Descending vasa recta
CD34,1.31E-56,0.917916482,Ascending vasa recta
CD37,2.02E-203,1.328790679,Macrophage
CD37,7.74E-110,0.881105975,Monocyte
CD37,0,1.251789089,T cells
CD3D,0,2.009819043,T cells
CD3E,0,1.826460235,T cells
CD3G,0,1.286859117,T cells
CD4,2.15E-116,0.529041144,Monocyte
CD40LG,0,1.255235237,T cells
CD44,4.54E-88,0.781030302,Macrophage
CD44,9.90E-23,0.30611021,Monocyte
CD44,0,1.05943248,T cells
CD46,1.29E-24,0.341282377,Connecting tubule
CD46,6.80E-12,0.631538392,Podocyte
CD46,1,0.319581726,Mesangial cell
CD46,2.69E-08,0.665675779,Descending vasa recta
CD46,1,0.319581726,Vascular smooth muscle cells / pericytes
CD46,1.29E-24,0.341282377,Distal tubule
CD47,1.55E-16,0.421054987,Macrophage
CD47,3.24E-10,0.258050937,T cells
CD47,3.58E-21,0.841985704,Podocyte
CD47,3.18E-35,0.525219883,Thin ascending loop of Henle
CD48,1.09E-99,0.821991268,Macrophage
CD48,0,1.481469892,T cells
CD52,4.44E-156,1.329103542,Macrophage
CD52,0,2.097393771,T cells
CD53,2.78E-132,0.964667403,Macrophage
CD53,1.44E-88,0.698277668,Monocyte
CD53,0,1.109007297,T cells
CD55,1.06E-151,1.044296311,Macrophage
CD55,3.60E-32,0.395379822,Monocyte
CD58,2.45E-33,0.714805758,Descending vasa recta
CD59,1.35E-11,0.298760018,Descending loop of Henle
CD59,1.98E-40,0.325019472,Intercalated cells
CD59,6.22E-37,0.788566086,Thick ascending loop of Henle
CD59,9.69E-18,0.657607479,Podocyte
CD59,1.56E-62,0.761578921,Thin ascending loop of Henle
CD59,1,0.420276107,Interstitium / Fibroblasts
CD59,4.93E-68,1.250438131,Descending vasa recta
CD59,5.32E-57,1.373650643,Ascending vasa recta
CD63,1.80E-52,0.528041719,Principal cells
CD63,3.16E-24,0.543823926,Descending loop of Henle
CD63,1.63E-45,0.473443396,Intercalated cells
CD63,3.37E-10,0.38440318,Thick ascending loop of Henle
CD63,7.19E-37,0.467324631,Connecting tubule
CD63,0.224495803,0.294583819,Podocyte
CD63,4.12E-50,0.64070062,Thin ascending loop of Henle
CD63,3.15E-12,0.46996171,Mesangial cell
CD63,4.13E-08,1.076735754,Interstitium / Fibroblasts
CD63,0.047371458,0.277321256,Glomerular endothelial
CD63,0.06251355,0.289547724,Descending vasa recta
CD63,3.15E-12,0.46996171,Vascular smooth muscle cells / pericytes
CD63,7.19E-37,0.467324631,Distal tubule
CD68,0,1.624751224,Macrophage
CD68,5.96E-233,1.050951201,Monocyte
CD69,0,2.761651012,T cells
CD7,0,0.967022395,T cells
CD74,2.02E-128,0.810264489,Macrophage
CD74,6.26E-204,2.874863262,Monocyte
CD74,1.64E-200,1.680171809,Glomerular endothelial
CD74,4.06E-52,0.550158212,Descending vasa recta
CD74,4.60E-97,1.585622997,Ascending vasa recta
CD79B,6.26E-161,0.654819157,Macrophage
CD81,2.21E-82,0.636376377,Principal cells
CD81,1.47E-18,0.504331367,Thick ascending loop of Henle
CD81,1.83E-35,1.103789615,Podocyte
CD81,1.76E-52,0.664983459,Thin ascending loop of Henle
CD81,1.65E-21,0.73820106,Mesangial cell
CD81,0.630400164,0.581534183,Interstitium / Fibroblasts
CD81,8.68E-22,0.6900118,Glomerular endothelial
CD81,5.84E-45,1.112760253,Descending vasa recta
CD81,1,0.379771038,Ascending vasa recta
CD81,1.65E-21,0.73820106,Vascular smooth muscle cells / pericytes
CD83,2.40E-86,0.798302298,Monocyte
CD84,1.42E-165,0.614948327,Monocyte
CD86,1.56E-262,0.769976924,Macrophage
CD86,0,0.831324258,Monocyte
CD9,1.90E-98,0.692833072,Principal cells
CD9,3.09E-156,1.135400147,Intercalated cells
CD9,8.12E-16,0.379856594,Thick ascending loop of Henle
CD9,3.66E-31,0.293700613,Connecting tubule
CD9,2.90E-63,0.726186764,Thin ascending loop of Henle
CD9,4.21E-33,0.728506533,Glomerular endothelial
CD9,1.10E-25,0.841683487,Descending vasa recta
CD9,1.38E-21,0.849738224,Ascending vasa recta
CD9,3.66E-31,0.293700613,Distal tubule
CD93,6.14E-233,1.398132322,Descending vasa recta
CD93,9.98E-125,1.20547658,Ascending vasa recta
CD96,0,0.998230519,T cells
CD97,8.07E-133,0.792192639,Macrophage
CD99,5.56E-150,0.687451183,T cells
CD99,1.40E-15,0.506763621,Mesangial cell
CD99,3.64E-10,1.109661988,Interstitium / Fibroblasts
CD99,2.96E-24,0.771501974,Glomerular endothelial
CD99,2.93E-37,0.944694916,Descending vasa recta
CD99,2.90E-10,0.577316485,Ascending vasa recta
CD99,1.40E-15,0.506763621,Vascular smooth muscle cells / pericytes
CDA,0,0.984625326,Intercalated cells
CDC37,0.001401811,0.502733423,Glomerular endothelial
CDC37,0.000671839,0.485905214,Descending vasa recta
CDC37,1.05E-09,0.764297288,Ascending vasa recta
CDC42,2.84E-33,0.624343061,Macrophage
CDC42,0.060013507,0.323828376,Descending vasa recta
CDC42BPA,5.77E-11,0.46558851,Podocyte
CDC42BPA,8.77E-17,0.587093595,Descending vasa recta
CDC42EP2,5.14E-10,0.445469498,Interstitium / Fibroblasts
CDC42EP3,6.08E-131,1.712185774,Podocyte
CDC42SE1,1.31E-10,0.344286872,Macrophage
CDC42SE2,9.57E-41,0.449061471,T cells
CDH1,2.66E-152,0.769178936,Principal cells
CDH1,4.98E-101,0.39978245,Intercalated cells
CDH1,2.41E-61,0.448353171,Connecting tubule
CDH1,2.41E-61,0.448353171,Distal tubule
CDH13,9.41E-142,0.926343399,Descending vasa recta
CDH16,1.80E-300,1.416304829,Principal cells
CDH16,1.99E-46,0.289312512,Intercalated cells
CDH16,4.97E-47,0.741951224,Thick ascending loop of Henle
CDH16,1.68E-183,1.185419378,Connecting tubule
CDH16,2.66E-32,0.348046745,Thin ascending loop of Henle
CDH16,1.68E-183,1.185419378,Distal tubule
CDH2,1.98E-170,0.686528812,Descending loop of Henle
CDH5,2.65E-149,0.935032884,Glomerular endothelial
CDH5,7.89E-229,1.143822164,Descending vasa recta
CDH6,1.40E-271,1.076385608,Descending loop of Henle
CDK2AP2,1.39E-109,0.987905679,Principal cells
CDK2AP2,1.67E-15,0.342674404,Connecting tubule
CDK2AP2,4.00E-09,0.289987127,Thin ascending loop of Henle
CDK2AP2,1.67E-15,0.342674404,Distal tubule
CDK5RAP3,0.000298018,0.25346806,Descending loop of Henle
CDK5RAP3,9.95E-05,0.35724663,Thick ascending loop of Henle
CDK5RAP3,1.56E-09,0.313362163,Thin ascending loop of Henle
CDKN1A,4.42E-14,0.336169683,Monocyte
CDKN1A,1.98E-18,0.573567867,Mesangial cell
CDKN1A,1,0.559296192,Interstitium / Fibroblasts
CDKN1A,1.98E-18,0.573567867,Vascular smooth muscle cells / pericytes
CDKN1B,1.38E-09,0.358850333,Podocyte
CDKN1C,1.79E-42,0.51396028,Macrophage
CDKN1C,6.47E-88,1.994177176,Podocyte
CDV3,2.29E-27,0.366418357,Principal cells
CEACAM1,3.32E-234,1.257328171,Glomerular endothelial
CEACAM1,4.51E-163,1.485272316,Ascending vasa recta
CEBPB,2.01E-229,1.621577985,Macrophage
CEBPB,2.80E-34,0.469547426,Monocyte
CEBPB,1.27E-11,0.529862816,Mesangial cell
CEBPB,2.00E-11,0.766265858,Interstitium / Fibroblasts
CEBPB,1.20E-66,1.192926382,Glomerular endothelial
CEBPB,1,0.443036645,Ascending vasa recta
CEBPB,1.27E-11,0.529862816,Vascular smooth muscle cells / pericytes
CEBPD,1.69E-27,0.372077076,Principal cells
CEBPD,5.96E-14,0.581316548,Descending loop of Henle
CEBPD,1.00E-67,0.73585525,Macrophage
CEBPD,2.60E-136,1.446325804,Monocyte
CEBPD,2.81E-18,0.410847494,Thin ascending loop of Henle
CEBPD,3.53E-13,0.607453563,Mesangial cell
CEBPD,8.17E-10,1.628478406,Interstitium / Fibroblasts
CEBPD,3.20E-16,1.056134887,Ascending vasa recta
CEBPD,3.53E-13,0.607453563,Vascular smooth muscle cells / pericytes
CEBPZ-AS1,1,0.284558433,Interstitium / Fibroblasts
CECR1,5.02E-100,0.614385794,Macrophage
CELF2,1.30E-93,0.812841202,Macrophage
CELF2,1.79E-93,0.799385719,Monocyte
CELF2,3.90E-192,0.783784292,T cells
CERCAM,1.73E-14,0.59893261,Interstitium / Fibroblasts
CERS6,9.58E-80,0.795636293,Podocyte
CETN2,9.65E-16,0.387745182,Proximal tubule
CETN2,5.67E-24,0.336445894,Principal cells
CETN2,9.45E-07,0.265843516,Descending loop of Henle
CETN2,1.05E-14,0.348918593,Thin ascending loop of Henle
CFD,0,1.666520617,Macrophage
CFD,1.40E-101,4.618826174,Interstitium / Fibroblasts
CFDP1,1.77E-229,1.046434285,Proximal tubule
CFH,6.50E-44,0.76453627,Interstitium / Fibroblasts
CFI,6.00E-20,0.303870083,Descending loop of Henle
CFI,0.148015441,0.315691742,Interstitium / Fibroblasts
CFL1,2.08E-63,0.646153253,Macrophage
CFL1,3.03E-21,0.391651264,Monocyte
CFL1,6.22E-61,0.355808562,T cells
CFLAR,5.03E-19,0.810603844,Glomerular endothelial
CFLAR,1.26E-10,0.560084973,Descending vasa recta
CFLAR,1,0.436097711,Ascending vasa recta
CFP,0,1.601841289,Macrophage
CGNL1,4.47E-53,0.305968902,Intercalated cells
CGNL1,3.58E-83,0.86666217,Thick ascending loop of Henle
CHCHD1,5.75E-27,0.458856499,Proximal tubule
CHCHD10,6.05E-84,0.415387362,Proximal tubule
CHCHD10,5.72E-36,0.334419681,Principal cells
CHCHD10,1.82E-111,0.708526028,Intercalated cells
CHCHD10,7.09E-22,0.481977451,Thick ascending loop of Henle
CHCHD10,7.49E-58,0.555095249,Connecting tubule
CHCHD10,7.49E-58,0.555095249,Distal tubule
CHCHD2,5.72E-61,0.379736424,Proximal tubule
CHCHD2,3.32E-37,0.364232953,Intercalated cells
CHD3,3.36E-53,0.486274891,Principal cells
CHD4,5.60E-07,0.541306238,Podocyte
CHD9,4.23E-05,0.367403605,Podocyte
CHD9,2.26E-18,0.372874313,Thin ascending loop of Henle
CHD9,0.011159894,0.335548608,Mesangial cell
CHD9,3.96E-05,0.556775982,Interstitium / Fibroblasts
CHD9,0.333656947,0.525647713,Glomerular endothelial
CHD9,1,0.380282064,Descending vasa recta
CHD9,0.000134502,0.647404237,Ascending vasa recta
CHD9,0.011159894,0.335548608,Vascular smooth muscle cells / pericytes
CHI3L1,0,1.579486214,Podocyte
CHID1,4.88E-07,0.30327757,Thick ascending loop of Henle
CHID1,1.97E-16,0.281601843,Connecting tubule
CHID1,2.88E-07,0.600598047,Interstitium / Fibroblasts
CHID1,1.97E-16,0.281601843,Distal tubule
CHL1,1.29E-79,0.456759739,Thin ascending loop of Henle
CHMP1B,0.000160213,0.280047838,Macrophage
CHMP1B,0.004767769,0.29926262,Monocyte
CHMP2A,5.94E-20,0.406650074,Proximal tubule
CHMP4B,3.35E-08,0.261907353,Principal cells
CHMP4B,0.000161151,0.264591346,Macrophage
CHMP4B,0.000233019,0.377063973,Mesangial cell
CHMP4B,0.000233019,0.377063973,Vascular smooth muscle cells / pericytes
CHMP5,1.95E-07,0.274765567,Proximal tubule
CHMP5,0.157247555,0.367381079,Podocyte
CHMP5,1,0.301215474,Glomerular endothelial
CHP1,4.10E-38,0.362435844,Intercalated cells
CHP1,1,0.314984542,Thick ascending loop of Henle
CHP1,1.35E-12,0.334382005,Thin ascending loop of Henle
CHPF,6.07E-60,0.54685223,Thin ascending loop of Henle
CHPF,9.26E-07,0.740401662,Interstitium / Fibroblasts
CHPT1,9.77E-23,0.351622864,Principal cells
CHPT1,2.82E-22,0.298650311,Connecting tubule
CHPT1,9.92E-12,0.269767464,Monocyte
CHPT1,0.042190543,0.356179515,Podocyte
CHPT1,2.82E-22,0.298650311,Distal tubule
CHRDL1,1.24E-100,0.407368614,Interstitium / Fibroblasts
CHTOP,0.268680581,0.30854001,Podocyte
CHURC1,1.93E-05,0.429921261,Mesangial cell
CHURC1,1.93E-05,0.429921261,Vascular smooth muscle cells / pericytes
CIB1,8.51E-16,0.259460166,Intercalated cells
CIRBP,6.40E-08,0.416302421,Podocyte
CIRBP,1.07E-07,0.258434944,Thin ascending loop of Henle
CIRBP,1.42E-16,0.435418333,Mesangial cell
CIRBP,1.42E-16,0.435418333,Vascular smooth muscle cells / pericytes
CISD1,2.02E-100,0.700656818,Proximal tubule
CISD1,1.15E-38,0.268085868,Intercalated cells
CISD3,1.92E-150,0.844262054,Proximal tubule
CITED2,4.30E-47,0.916815545,T cells
CITED2,2.02E-10,0.664488679,Podocyte
CITED4,8.15E-81,0.859526172,Descending loop of Henle
CKAP4,0.023507362,0.312521532,Interstitium / Fibroblasts
CKB,1.85E-263,1.199521351,Intercalated cells
CKB,6.94E-101,1.304894729,Thick ascending loop of Henle
CKB,2.14E-60,0.700255156,Thin ascending loop of Henle
CKLF,1.80E-23,0.43251366,Macrophage
CKLF,3.37E-87,0.995614189,Monocyte
CKLF,1.72E-152,0.814736725,T cells
CKS1B,0.110684203,0.506237621,Interstitium / Fibroblasts
CLCN3,4.65E-18,0.463262067,Thick ascending loop of Henle
CLCN3,6.81E-24,0.274986382,Connecting tubule
CLCN3,6.81E-24,0.274986382,Distal tubule
CLCN5,5.73E-119,0.884317053,Thick ascending loop of Henle
CLCNKA,0,1.063220175,Intercalated cells
CLCNKA,3.53E-122,1.207208312,Thick ascending loop of Henle
CLCNKA,7.94E-198,1.039783418,Connecting tubule
CLCNKA,7.94E-198,1.039783418,Distal tubule
CLCNKB,0,1.190630637,Intercalated cells
CLCNKB,1.12E-105,1.060174697,Thick ascending loop of Henle
CLCNKB,6.69E-214,1.088320333,Connecting tubule
CLCNKB,6.69E-214,1.088320333,Distal tubule
CLDN10,3.09E-71,0.287335891,Proximal tubule
CLDN10,9.36E-155,1.891620897,Thick ascending loop of Henle
CLDN10,5.00E-115,1.209910924,Thin ascending loop of Henle
CLDN11,1.24E-256,0.950697642,Podocyte
CLDN11,9.25E-204,1.696205872,Interstitium / Fibroblasts
CLDN16,4.29E-273,1.560791836,Thick ascending loop of Henle
CLDN16,5.58E-145,0.624538379,Thin ascending loop of Henle
CLDN2,2.72E-79,0.601370818,Descending loop of Henle
CLDN3,3.97E-131,1.215397545,Descending loop of Henle
CLDN3,6.46E-251,1.474852864,Thin ascending loop of Henle
CLDN4,2.79E-130,0.839632273,Principal cells
CLDN4,1.33E-67,0.952502944,Descending loop of Henle
CLDN4,7.22E-55,0.598072766,Connecting tubule
CLDN4,2.08E-197,1.518601768,Thin ascending loop of Henle
CLDN4,7.22E-55,0.598072766,Distal tubule
CLDN5,5.11E-165,1.233887711,Podocyte
CLDN5,0,2.668922968,Descending vasa recta
CLDN7,5.75E-226,1.167353256,Principal cells
CLDN7,2.61E-08,0.281980126,Descending loop of Henle
CLDN7,1.84E-77,0.386157711,Intercalated cells
CLDN7,4.22E-63,0.509222677,Connecting tubule
CLDN7,4.40E-106,0.929026244,Thin ascending loop of Henle
CLDN7,4.22E-63,0.509222677,Distal tubule
CLDN8,9.66E-105,0.651086109,Principal cells
CLDN8,2.95E-263,0.967605933,Intercalated cells
CLDN8,1.42E-219,1.068638709,Connecting tubule
CLDN8,1.42E-219,1.068638709,Distal tubule
CLEC10A,0,1.296408183,Monocyte
CLEC11A,3.95E-14,0.372957644,Thick ascending loop of Henle
CLEC11A,5.41E-36,0.351826525,Connecting tubule
CLEC11A,8.55E-05,0.495618393,Interstitium / Fibroblasts
CLEC11A,5.41E-36,0.351826525,Distal tubule
CLEC12A,0,1.085004105,Macrophage
CLEC14A,1.31E-219,1.183126713,Glomerular endothelial
CLEC14A,5.34E-121,1.1991373,Descending vasa recta
CLEC14A,5.69E-148,1.176884595,Ascending vasa recta
CLEC2B,9.37E-47,0.486873387,Macrophage
CLEC2B,3.83E-39,0.436248943,Monocyte
CLEC2B,9.92E-152,0.627095956,T cells
CLEC2B,0.053531824,0.349127568,Interstitium / Fibroblasts
CLEC4A,5.47E-214,0.590145633,Monocyte
CLEC4E,1.00E-220,0.704165645,Monocyte
CLEC7A,0,1.266688909,Macrophage
CLEC7A,0,1.076410774,Monocyte
CLIC1,2.07E-25,0.47240412,Macrophage
CLIC1,1.04E-14,0.382465206,Thin ascending loop of Henle
CLIC2,1.42E-32,0.328999037,Interstitium / Fibroblasts
CLIC4,1.06E-191,0.829943813,Proximal tubule
CLIC4,1.82E-19,0.326490709,Descending loop of Henle
CLIC4,1.55E-13,0.391178978,Mesangial cell
CLIC4,6.14E-20,0.628469576,Glomerular endothelial
CLIC4,9.78E-27,0.711917472,Descending vasa recta
CLIC4,1,0.400414741,Ascending vasa recta
CLIC4,1.55E-13,0.391178978,Vascular smooth muscle cells / pericytes
CLIC5,0,1.285075346,Podocyte
CLK1,1.96E-64,0.551441837,T cells
CLMN,3.52E-37,0.588305332,Thick ascending loop of Henle
CLMN,7.26E-50,0.425046839,Connecting tubule
CLMN,6.23E-29,0.420181123,Thin ascending loop of Henle
CLMN,7.26E-50,0.425046839,Distal tubule
CLN5,1.45E-20,0.301923866,Principal cells
CLN5,9.70E-56,0.463070903,Connecting tubule
CLN5,9.70E-56,0.463070903,Distal tubule
CLN8,4.02E-28,0.434131398,Monocyte
CLNK,0,0.978804508,Intercalated cells
CLNS1A,5.12E-19,0.33222689,Monocyte
CLSTN1,2.68E-11,0.286385952,Descending loop of Henle
CLSTN1,2.05E-16,0.450953667,Thick ascending loop of Henle
CLSTN1,2.49E-20,0.280719762,Connecting tubule
CLSTN1,3.21E-31,0.468909626,Thin ascending loop of Henle
CLSTN1,2.49E-20,0.280719762,Distal tubule
CLTA,5.67E-58,0.562371462,Proximal tubule
CLTB,0.014233296,0.287105795,Proximal tubule
CLTB,0.29221526,0.308192422,Podocyte
CLTB,1,0.258955055,Mesangial cell
CLTB,0.30134602,0.419253238,Interstitium / Fibroblasts
CLTB,1,0.258955055,Vascular smooth muscle cells / pericytes
CLTC,1.51E-13,0.263086719,Principal cells
CLTC,8.59E-09,0.316870666,Thick ascending loop of Henle
CLTC,1,0.259481872,Podocyte
CLU,4.03E-245,1.045307739,Principal cells
CLU,1.42E-89,1.578949707,Descending loop of Henle
CLU,5.33E-76,0.46638189,Connecting tubule
CLU,1.97E-192,1.639773328,Thin ascending loop of Henle
CLU,0.000213079,0.319298499,Mesangial cell
CLU,2.85E-05,0.718452031,Interstitium / Fibroblasts
CLU,0.347240635,0.68076965,Ascending vasa recta
CLU,0.000213079,0.319298499,Vascular smooth muscle cells / pericytes
CLU,5.33E-76,0.46638189,Distal tubule
CMBL,0,1.669766129,Proximal tubule
CMPK1,9.99E-19,0.361603467,Proximal tubule
CMPK1,9.36E-45,0.428958411,T cells
CMTM3,4.36E-35,0.376370995,Monocyte
CMTM3,8.00E-14,0.552783758,Interstitium / Fibroblasts
CMTM4,2.91E-34,0.459441048,Thick ascending loop of Henle
CMTM6,2.36E-98,0.925256834,Macrophage
CMTM6,7.89E-41,0.569823218,Monocyte
CMTM7,1.84E-40,0.480242366,Macrophage
CMTM7,2.02E-23,0.283557004,Monocyte
